benchmark-tls-broker-runtime=Apache Kafka 4.3.1 OpenSSL 3.5.7 TLS 1.3
goos: darwin
goarch: arm64
pkg: github.com/faustbrian/golib/pkg/kafka/benchmarks/clients
cpu: Apple M4 Max
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/golib-policy-16         	      10	  13114404 ns/op	   0.01 MB/s	    5471 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/raw-franz-go-16         	      10	   2915654 ns/op	   0.04 MB/s	    4566 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/raw-franz-go-16         	      10	   5792267 ns/op	   0.02 MB/s	    4392 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/raw-franz-go-16         	      10	   6653842 ns/op	   0.02 MB/s	    4564 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	   9733542 ns/op	   0.01 MB/s	    6242 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	  13422250 ns/op	   0.01 MB/s	    6137 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	  13345562 ns/op	   0.01 MB/s	    6128 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	  14671938 ns/op	   0.01 MB/s	    6137 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	  14586388 ns/op	   0.01 MB/s	    6242 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	  10245762 ns/op	   0.01 MB/s	    6167 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	  17579346 ns/op	   0.01 MB/s	    6172 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	   9883779 ns/op	   0.01 MB/s	    6128 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	  14813508 ns/op	   0.01 MB/s	    6203 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/sarama-16               	      10	   8377575 ns/op	   0.02 MB/s	    6222 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   1161838 ns/op	   0.88 MB/s	    6516 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   4033767 ns/op	   0.25 MB/s	    6540 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   1159175 ns/op	   0.88 MB/s	    6435 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   3967604 ns/op	   0.26 MB/s	    6516 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   2973038 ns/op	   0.34 MB/s	    6820 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   1752121 ns/op	   0.58 MB/s	    6538 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   8646508 ns/op	   0.12 MB/s	    6693 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   2438362 ns/op	   0.42 MB/s	    6800 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   3048592 ns/op	   0.34 MB/s	    6666 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/golib-policy-16        	      10	   8251512 ns/op	   0.12 MB/s	    6811 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   6989158 ns/op	   0.15 MB/s	    4757 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   1520638 ns/op	   0.67 MB/s	    4957 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   9446600 ns/op	   0.11 MB/s	    4522 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	  12571917 ns/op	   0.08 MB/s	    4949 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   7429112 ns/op	   0.14 MB/s	    4757 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   3739029 ns/op	   0.27 MB/s	    4627 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   1848350 ns/op	   0.55 MB/s	    4604 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   1039604 ns/op	   0.98 MB/s	    4804 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	   2159750 ns/op	   0.47 MB/s	    4779 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/raw-franz-go-16        	      10	    994012 ns/op	   1.03 MB/s	    5312 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	   7538812 ns/op	   0.14 MB/s	    8419 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	   9054188 ns/op	   0.11 MB/s	    8049 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	   7226067 ns/op	   0.14 MB/s	    8225 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	   7870142 ns/op	   0.13 MB/s	    8199 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	  15943038 ns/op	   0.06 MB/s	    8049 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	   7185771 ns/op	   0.14 MB/s	    8216 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	  14782129 ns/op	   0.07 MB/s	    8057 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	   8727633 ns/op	   0.12 MB/s	    8083 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	   8069708 ns/op	   0.13 MB/s	    8192 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/1024B/sarama-16              	      10	  13826067 ns/op	   0.07 MB/s	    8260 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	    679762 ns/op	   0.19 MB/s	    5236 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	   4955600 ns/op	   0.03 MB/s	    5232 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	    630679 ns/op	   0.20 MB/s	    5313 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	    738442 ns/op	   0.17 MB/s	    5232 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	    808138 ns/op	   0.16 MB/s	    5306 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	   2555846 ns/op	   0.05 MB/s	    5411 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	    642058 ns/op	   0.20 MB/s	    5249 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	   1196525 ns/op	   0.11 MB/s	    5335 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	    555467 ns/op	   0.23 MB/s	    5207 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/golib-policy-16   	      10	    569238 ns/op	   0.22 MB/s	    5429 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	   4618379 ns/op	   0.03 MB/s	    4367 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	    605621 ns/op	   0.21 MB/s	    4514 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	   6351950 ns/op	   0.02 MB/s	    4566 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	    603179 ns/op	   0.21 MB/s	    4496 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	   3153929 ns/op	   0.04 MB/s	    4457 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	    933858 ns/op	   0.14 MB/s	    4540 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	   4380658 ns/op	   0.03 MB/s	    4390 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	    734125 ns/op	   0.17 MB/s	    4671 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	   1011604 ns/op	   0.13 MB/s	    4392 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/raw-franz-go-16   	      10	   3373254 ns/op	   0.04 MB/s	    4472 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	  16894592 ns/op	   0.01 MB/s	    6185 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   6804908 ns/op	   0.02 MB/s	    6182 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   8991000 ns/op	   0.01 MB/s	    6177 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   8103483 ns/op	   0.02 MB/s	    6272 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   9378796 ns/op	   0.01 MB/s	    6185 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   6728062 ns/op	   0.02 MB/s	    6244 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   7639925 ns/op	   0.02 MB/s	    6177 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   6713971 ns/op	   0.02 MB/s	    6185 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   6931275 ns/op	   0.02 MB/s	    6230 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/128B/sarama-16         	      10	   7625696 ns/op	   0.02 MB/s	    6185 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    712212 ns/op	   1.44 MB/s	    6540 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    431767 ns/op	   2.37 MB/s	    6670 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    501350 ns/op	   2.04 MB/s	    6904 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    425075 ns/op	   2.41 MB/s	    6794 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    979746 ns/op	   1.05 MB/s	    6619 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    420517 ns/op	   2.44 MB/s	    6563 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    445646 ns/op	   2.30 MB/s	    6540 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    426762 ns/op	   2.40 MB/s	    6670 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	   2138304 ns/op	   0.48 MB/s	    6670 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/golib-policy-16  	      10	    556746 ns/op	   1.84 MB/s	    6493 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	   1346521 ns/op	   0.76 MB/s	    4957 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	    437854 ns/op	   2.34 MB/s	    5239 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	   1981500 ns/op	   0.52 MB/s	    5088 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	    479983 ns/op	   2.13 MB/s	    4959 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	   3597775 ns/op	   0.28 MB/s	    4934 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	    326929 ns/op	   3.13 MB/s	    5192 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	    901971 ns/op	   1.14 MB/s	    4699 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	    976817 ns/op	   1.05 MB/s	    4676 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	   3386971 ns/op	   0.30 MB/s	    4699 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/raw-franz-go-16  	      10	    411838 ns/op	   2.49 MB/s	    5344 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	   8570558 ns/op	   0.12 MB/s	    8097 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	  10252742 ns/op	   0.10 MB/s	    8097 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	  12026104 ns/op	   0.09 MB/s	    8133 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	  12099312 ns/op	   0.08 MB/s	    8116 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	   8089246 ns/op	   0.13 MB/s	    8281 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	   8175821 ns/op	   0.13 MB/s	    8096 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	   8972150 ns/op	   0.11 MB/s	    8270 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	   7839204 ns/op	   0.13 MB/s	    8257 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	   7015992 ns/op	   0.15 MB/s	    8105 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/sasl-plain/1024B/sarama-16        	      10	   7244446 ns/op	   0.14 MB/s	    8416 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	   1439083 ns/op	   0.09 MB/s	    5185 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	   1435654 ns/op	   0.09 MB/s	    5232 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	   2256629 ns/op	   0.06 MB/s	    5208 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	   1725871 ns/op	   0.07 MB/s	    5406 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	    928992 ns/op	   0.14 MB/s	    5336 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	   1812758 ns/op	   0.07 MB/s	    5230 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	    875638 ns/op	   0.15 MB/s	    5408 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	   1282521 ns/op	   0.10 MB/s	    5335 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	   2150342 ns/op	   0.06 MB/s	    5383 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/golib-policy-16         	      10	    765617 ns/op	   0.17 MB/s	    5232 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	   2302112 ns/op	   0.06 MB/s	    4390 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	   1063021 ns/op	   0.12 MB/s	    4392 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	    688304 ns/op	   0.19 MB/s	    4566 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	   1017133 ns/op	   0.13 MB/s	    4459 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	    686842 ns/op	   0.19 MB/s	    4535 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	    761025 ns/op	   0.17 MB/s	    4568 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	    512558 ns/op	   0.25 MB/s	    4508 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	   1813146 ns/op	   0.07 MB/s	    4576 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	   1103933 ns/op	   0.12 MB/s	    4566 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/raw-franz-go-16         	      10	    521450 ns/op	   0.25 MB/s	    4571 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   8590038 ns/op	   0.01 MB/s	    6208 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   8391746 ns/op	   0.02 MB/s	    6791 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   7449575 ns/op	   0.02 MB/s	    6433 B/op	      98 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	  11196767 ns/op	   0.01 MB/s	    6272 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   7859275 ns/op	   0.02 MB/s	    6292 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   8046729 ns/op	   0.02 MB/s	    6239 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   8864754 ns/op	   0.01 MB/s	    6275 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   6753308 ns/op	   0.02 MB/s	    6243 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   7802200 ns/op	   0.02 MB/s	    6239 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/128B/sarama-16               	      10	   6707788 ns/op	   0.02 MB/s	    6344 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	    960629 ns/op	   1.07 MB/s	    6882 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	    454058 ns/op	   2.26 MB/s	    6835 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	    354392 ns/op	   2.89 MB/s	    6670 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	   1265575 ns/op	   0.81 MB/s	    6410 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	    385938 ns/op	   2.65 MB/s	    6693 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	   2177592 ns/op	   0.47 MB/s	    6538 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	    382942 ns/op	   2.67 MB/s	    6672 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	   1117779 ns/op	   0.92 MB/s	    6672 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	   1207317 ns/op	   0.85 MB/s	    6409 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/golib-policy-16        	      10	    732354 ns/op	   1.40 MB/s	    6643 B/op	      71 allocs/op
